timestamp	step	loss
1728964289692	2	0.5426941807152795
1728964331679	3	0.3596115096426401
1728964579011	4	0.4833562100519899
1728964627575	5	0.31465981546484056
1728964674520	6	0.2827548162981135
1728964719390	7	0.23387086953296035
1728964770170	8	0.23046142992670418
