timestamp	step	training_time
1728964289693	2	21.158459186553955
1728964331679	3	63.017125368118286
1728964579012	4	22.12281894683838
1728964627575	5	70.65436840057373
1728964674521	6	117.58203935623169
1728964719395	7	162.3251166343689
1728964770171	8	213.22926115989685
