timestamp	step	acc
1728964289692	2	0.7090163934426229
1728964331678	3	0.8401639344262295
1728964579010	4	0.7581967213114754
1728964627574	5	0.8975409836065574
1728964674520	6	0.9016393442622951
1728964719389	7	0.9098360655737705
1728964770169	8	0.8934426229508197
